FID,highway,lat,lon,osmid,ref,out_pgh,river_bge,ngh_name
16771, ,40.4211193,-79.9149865,2173928974, ,0,0,Squirrel Hill South
16772, ,40.4234945,-79.9123143,2173928998, ,0,0,Squirrel Hill South
16773, ,40.4192762,-79.918313,2173929014, ,0,0,Squirrel Hill South
16774, ,40.4182903,-79.9185015,2173929025, ,0,0,Squirrel Hill South
16775, ,40.4236927,-79.9113432,2173929038, ,0,0,Squirrel Hill South
16776,stop,40.4204852,-79.914573,2173929046, ,0,0,Squirrel Hill South
16777, ,40.4185229,-79.9181935,2173929048, ,0,0,Squirrel Hill South
16778, ,40.424241,-79.9124124,2173929060, ,0,0,Squirrel Hill South
16779, ,40.4191528,-79.9192946,2173929071, ,0,0,Squirrel Hill South
16780, ,40.4240695,-79.9113921,2173929075, ,0,0,Squirrel Hill South
16781, ,40.4238989,-79.9118703,2173929077, ,0,0,Squirrel Hill South
16782, ,40.4215711,-79.9135796,2173929091, ,0,0,Squirrel Hill South
16783, ,40.4147363,-79.9305257,2173968891, ,0,0,Hazelwood
16784, ,40.4441556,-79.9561476,2174857685, ,0,0,North Oakland
16785, ,40.4442432,-79.9560756,2174857687, ,0,0,North Oakland
16786, ,40.4444192,-79.9593556,2174876346, ,0,0,North Oakland
16787, ,40.4457698,-79.9586627,2174876392, ,0,0,North Oakland
16788,traffic_signals,40.465102,-79.9197679,2191536740, ,0,0,Larimer
16789, ,40.4662306,-79.918939,2191536791, ,0,0,East Liberty
16790, ,40.4663495,-79.9191099,2191536797, ,0,0,East Liberty
16791, ,40.4695267,-79.9088278,2191536886, ,0,0,Larimer
16792, ,40.473679,-79.9083986,2191536947, ,0,0,Highland Park
16793, ,40.4127547,-80.0192975,2272874724, ,0,0,Beechview
16794, ,40.4146215,-80.0186941,2272874748, ,0,0,Beechview
16795, ,40.4154308,-80.0205533,2272874753, ,0,0,Beechview
16796, ,40.4157085,-80.02113,2272874756, ,0,0,Beechview
16797, ,40.4152401,-80.0204123,2272874757, ,0,0,Beechview
16798, ,40.4135839,-80.0193415,2272874763, ,0,0,Beechview
16799, ,40.413166,-80.0193408,2272874767, ,0,0,Beechview
16800, ,40.4141861,-80.0175756,2272885991, ,0,0,Beechview
16801, ,40.4146636,-80.0176353,2272886052, ,0,0,Beechview
16802, ,40.3971667,-80.000006,2272900412, ,0,0,Brookline
16803, ,40.4194701,-80.0238629,2277386933, ,0,0,Beechview
16804, ,40.4833744,-79.9242817,2280453097, ,0,0,Morningside
16805, ,40.4342926,-80.0649343,2288178423, ,1,0,
16806, ,40.4343906,-80.0651757,2288178427, ,1,0,
16807, ,40.4336061,-80.0659824,2288178429, ,1,0,
16808, ,40.4341191,-80.065409,2288178431, ,1,0,
16809, ,40.4228912,-79.8987182,2291974438, ,0,0,Swisshelm Park
16810, ,40.4226766,-79.8837255,2291974460, ,1,0,
16811, ,40.423552,-79.9028452,2291974474, ,0,0,Swisshelm Park
16812, ,40.4229141,-79.8957892,2291974479, ,1,0,
16813, ,40.4216212,-79.8975766,2291974481, ,1,0,
16814, ,40.4217439,-79.8937348,2291974484, ,1,0,
16815, ,40.4252331,-79.8847869,2291974499, ,1,0,
16816, ,40.4255666,-79.8964438,2291974503, ,1,0,
16817, ,40.421739,-79.9044987,2291974510, ,0,0,Swisshelm Park
16818, ,40.4520899,-79.9348855,2295103236, ,0,0,Shadyside
16819, ,40.4396072,-79.9530382,2295109874, ,0,0,Central Oakland
16820, ,40.4142096,-79.9217318,2295158463, ,0,0,Squirrel Hill South
16821, ,40.4529363,-79.9353701,2295169594, ,0,0,Shadyside
16822, ,40.4210828,-79.9852562,2313440979, ,0,0,South Side Slopes
16823, ,40.4502431,-80.0152847,2315731844, ,0,0,Allegheny West
16824, ,40.4498453,-80.0113894,2315731846, ,0,0,Allegheny West
16825, ,40.4493193,-80.0156634,2315731848, ,0,0,Allegheny West
16826, ,40.4392844,-80.0214047,2322619198, ,0,0,Duquesne Heights
16827, ,40.415282,-80.0881345,2324628709, ,1,0,
16828, ,40.3831286,-80.0108658,2340670259, ,0,0,Brookline
16829, ,40.4473351,-80.0608127,2343149648, ,0,0,Crafton Heights
16830, ,40.4293743,-80.0480286,2344418320, ,0,0,Westwood
16831, ,40.4279915,-80.0471523,2344418321, ,0,0,Westwood
16832, ,40.4502105,-80.0281188,2353110377, ,0,0,Chateau
16833, ,40.4510774,-80.0187838,2353575316, ,0,0,Chateau
16834, ,40.4460171,-80.0186064,2353773044, ,0,0,Chateau
16835, ,40.4459874,-80.0189435,2353773046, ,0,0,Chateau
16836, ,40.4461307,-80.0182095,2353773060, ,0,0,Chateau
16837, ,40.4461557,-80.0174031,2353773061, ,0,0,Chateau
16838, ,40.4308895,-79.937529,2354893609, ,0,0,Squirrel Hill South
16839, ,40.4392309,-79.9759359,2356454642, ,0,0,Crawford-Roberts
16840, ,40.4439044,-79.8839899,2362297112, ,1,0,
16841, ,40.4318423,-79.9305128,2384803684, ,0,0,Squirrel Hill South
16842, ,40.4410324,-80.026248,2394130344, ,0,0,Duquesne Heights
16843, ,40.4722333,-79.9377219,2394168388, ,0,0,Garfield
16844, ,40.4718244,-79.9373228,2394168394, ,0,0,Garfield
16845, ,40.4722907,-79.9374683,2394168395, ,0,0,Garfield
16846, ,40.4830346,-79.9444732,2394215976, ,0,0,Stanton Heights
16847, ,40.4831585,-79.9431505,2394218733, ,0,0,Stanton Heights
16848, ,40.4494606,-79.9802841,2394277494, ,0,0,Bedford Dwellings
16849, ,40.4486742,-79.9797266,2394278127, ,0,0,Bedford Dwellings
16850, ,40.438286,-80.0050253,2394442550, ,0,0,Central Business District
16851, ,40.4393221,-80.0042998,2394442551, ,0,0,Central Business District
16852, ,40.4387908,-80.0046709,2394444803, ,0,0,Central Business District
16853, ,40.4420686,-79.9712743,2394458829, ,0,0,Terrace Village
16854, ,40.4421733,-79.9679953,2394459689, ,0,0,West Oakland
16855, ,40.4437926,-79.9698891,2394460556, ,0,0,Terrace Village
16856, ,40.443787,-79.9692783,2394460563, ,0,0,Terrace Village
16857, ,40.4432332,-79.9705065,2394461388, ,0,0,Terrace Village
16858, ,40.4424209,-79.969951,2394461389, ,0,0,Terrace Village
16859, ,40.4393901,-79.968367,2394461695, ,0,0,Terrace Village
16860, ,40.4387715,-79.9687336,2394461696, ,0,0,Terrace Village
16861, ,40.4390777,-79.9695678,2394462192, ,0,0,Terrace Village
16862, ,40.4396674,-79.9691779,2394462194, ,0,0,Terrace Village
16863, ,40.439864,-79.969483,2394462556, ,0,0,Terrace Village
16864, ,40.4394047,-79.9702087,2394462557, ,0,0,West Oakland
16865,motorway_junction,40.4629009,-79.9812166,2400997604,2,0,0,Troy Hill
16866,traffic_signals,40.4647108,-79.9796568,2400997605, ,0,0,Troy Hill
16867, ,40.4509979,-80.0778403,2401876933, ,0,0,Fairywood
16868, ,40.4108723,-79.9561596,2401947266, ,0,0,Arlington
16869,turning_circle,40.424701,-79.9099077,2401960367, ,0,0,Squirrel Hill South
16870, ,40.432873,-80.0250707,2402607372, ,0,0,Duquesne Heights
16871, ,40.4351821,-80.0228912,2402607374, ,0,0,Duquesne Heights
16872, ,40.4352952,-80.0232177,2402607375, ,0,0,Duquesne Heights
16873, ,40.4188697,-79.9200918,2460966272, ,0,0,Squirrel Hill South
16874,crossing,40.4170314,-79.9200134,2460966275, ,0,0,Squirrel Hill South
16875, ,40.4170379,-79.9203535,2460966277, ,0,0,Squirrel Hill South
16876, ,40.4158176,-79.9210567,2460966279, ,0,0,Squirrel Hill South
16877, ,40.4168144,-79.9203684,2460966283, ,0,0,Squirrel Hill South
16878,crossing,40.4171868,-79.9205548,2460966285, ,0,0,Squirrel Hill South
16879, ,40.4169831,-79.9204842,2460966286, ,0,0,Squirrel Hill South
16880, ,40.4143472,-79.9221483,2460966289, ,0,0,Squirrel Hill South
16881, ,40.4169337,-79.9202321,2460966294, ,0,0,Squirrel Hill South
16882, ,40.4323206,-79.9757292,2469805389, ,0,0,South Side Flats
16883, ,40.4411057,-79.9626666,2485959729, ,0,0,West Oakland
16884, ,40.4410715,-79.962964,2485959761, ,0,0,West Oakland
16885, ,40.4543597,-79.9828241,2498440242, ,0,0,Strip District
16886, ,40.4544666,-79.9826692,2498440245, ,0,0,Strip District
16887, ,40.4877516,-80.0193205,2501737501, ,0,0,Perry North
16888, ,40.4868649,-80.0344411,2501737509, ,0,0,Brighton Heights
16889, ,40.4884992,-80.0349521,2501737533, ,0,0,Brighton Heights
16890, ,40.4872187,-80.0328548,2501737574, ,0,0,Brighton Heights
16891, ,40.4878156,-80.0349174,2501737620, ,0,0,Brighton Heights
16892, ,40.4885791,-80.0341642,2501737634, ,0,0,Brighton Heights
16893, ,40.487145,-80.0333829,2501737758, ,0,0,Brighton Heights
16894, ,40.4883704,-80.0347779,2501737867, ,0,0,Brighton Heights
16895, ,40.4872797,-80.0350806,2501737893, ,0,0,Brighton Heights
16896, ,40.4884928,-80.0347993,2501737905, ,0,0,Brighton Heights
16897, ,40.4745868,-80.0337877,2501800118, ,0,0,Marshall-Shadeland
16898, ,40.4745511,-80.0349542,2501800119, ,0,0,Marshall-Shadeland
16899, ,40.4851022,-80.0326021,2501947964, ,0,0,Brighton Heights
16900, ,40.4856777,-80.0305467,2501947995, ,0,0,Brighton Heights
16901, ,40.4870118,-80.0275913,2501948051, ,0,0,Brighton Heights
16902, ,40.487932,-80.0307965,2501948080, ,0,0,Brighton Heights
16903, ,40.4928605,-80.0353956,2501948115, ,1,0,
16904, ,40.4940739,-80.0352604,2501948130, ,1,0,
16905, ,40.468243,-80.0852221,2507881217, ,1,0,
16906,turning_circle,40.4653417,-80.1024731,2513505207, ,1,0,
16907, ,40.4658177,-80.1005843,2513505211, ,1,0,
16908, ,40.4662508,-80.0995184,2513505216, ,1,0,
16909, ,40.4791562,-80.0266392,2515546325, ,0,0,Marshall-Shadeland
16910, ,40.4806244,-80.0294345,2515546358, ,0,0,Brighton Heights
16911, ,40.4856851,-80.0332678,2515546388, ,0,0,Brighton Heights
16912, ,40.4865225,-80.0331197,2515546397, ,0,0,Brighton Heights
16913, ,40.4895198,-80.0290897,2515546437, ,0,0,Brighton Heights
16914, ,40.48957,-80.0286432,2515546439, ,0,0,Brighton Heights
16915, ,40.4898943,-80.0309014,2515546441, ,0,0,Brighton Heights
16916, ,40.4898801,-80.0291524,2515546443, ,0,0,Brighton Heights
16917, ,40.4899207,-80.0323665,2515546453, ,0,0,Brighton Heights
16918, ,40.4899113,-80.0328287,2515546460, ,0,0,Brighton Heights
16919, ,40.4899227,-80.0286816,2515546465, ,0,0,Brighton Heights
16920, ,40.4900836,-80.0334342,2515546466, ,0,0,Brighton Heights
16921, ,40.490663,-80.032639,2515546473, ,0,0,Brighton Heights
16922, ,40.4909602,-80.0302011,2515546478, ,0,0,Brighton Heights
16923, ,40.4817869,-80.0248119,2515581363, ,0,0,Perry North
16924, ,40.4917924,-80.0262939,2515581400, ,0,0,Perry North
16925, ,40.4928908,-80.0202546,2515581428, ,0,0,Perry North
16926, ,40.4334291,-79.9256392,2522759049, ,0,0,Squirrel Hill South
16927, ,40.4375481,-79.9219086,2522759050, ,0,0,Squirrel Hill South
16928, ,40.4341358,-79.9254334,2522759059, ,0,0,Squirrel Hill South
16929, ,40.4337006,-79.9261085,2522759082, ,0,0,Squirrel Hill South
16930, ,40.4344662,-79.9134834,2522759135, ,0,0,Squirrel Hill South
16931,turning_circle,40.4427526,-79.9368192,2522970643, ,0,0,Squirrel Hill North
16932, ,40.4456483,-79.938989,2522970647, ,0,0,Squirrel Hill North
16933, ,40.446614,-79.9390179,2522975740, ,0,0,Squirrel Hill North
16934,turning_circle,40.4722398,-80.0338558,2537572348, ,0,0,Marshall-Shadeland
16935, ,40.4727507,-80.031868,2537572353, ,0,0,Marshall-Shadeland
16936, ,40.4732096,-80.031921,2537572355, ,0,0,Marshall-Shadeland
16937, ,40.4733678,-80.0331928,2537572357, ,0,0,Marshall-Shadeland
16938, ,40.4755478,-80.0297263,2537572379, ,0,0,Marshall-Shadeland
16939, ,40.4679977,-80.0335401,2540771463, ,0,0,Marshall-Shadeland
16940, ,40.4649028,-80.0289912,2540771466, ,0,0,Marshall-Shadeland
16941, ,40.4653004,-80.0288003,2540771468, ,0,0,Marshall-Shadeland
16942, ,40.4675176,-80.0333549,2540771470, ,0,0,Marshall-Shadeland
16943, ,40.4679648,-80.0337139,2540771472, ,0,0,Marshall-Shadeland
16944, ,40.4680803,-80.0331025,2540771474, ,0,0,Marshall-Shadeland
16945,traffic_signals,40.4649718,-79.9797924,2544499855, ,0,0,Troy Hill
16946, ,40.4555704,-79.9230319,2547570682, ,0,0,Shadyside
16947, ,40.4564837,-79.9233511,2547580632, ,0,0,Shadyside
16948, ,40.4565261,-79.9237773,2547580634, ,0,0,Shadyside
16949, ,40.4593906,-79.9182227,2547807914, ,0,0,East Liberty
16950, ,40.4536687,-79.9637833,2584519813, ,0,0,Upper Hill
16951, ,40.4562408,-79.9565463,2584519828, ,0,0,Upper Hill
16952, ,40.459109,-79.9578815,2584519841, ,0,0,Polish Hill
16953, ,40.4591899,-79.9627935,2584519842, ,0,0,Polish Hill
16954, ,40.4431965,-79.9762102,2588512863, ,0,0,Terrace Village
16955, ,40.4374323,-79.9698069,2588517199, ,0,0,West Oakland
16956, ,40.4359353,-79.9573846,2588520290, ,0,0,Central Oakland
16957, ,40.4363159,-79.9568647,2588520291, ,0,0,Central Oakland
16958, ,40.4369479,-79.9559169,2588520303, ,0,0,Central Oakland
16959, ,40.4382301,-79.9624836,2588520305, ,0,0,South Oakland
16960, ,40.4558271,-79.9742683,2588521489, ,0,0,Strip District
16961, ,40.4596579,-79.9686208,2588521496, ,0,0,Polish Hill
16962, ,40.4373429,-79.9507024,2588524456, ,0,0,Central Oakland
16963, ,40.4375925,-79.9516626,2588524457, ,0,0,Central Oakland
16964, ,40.4377152,-79.9521549,2588524459, ,0,0,Central Oakland
16965, ,40.4379929,-79.9515045,2588524460, ,0,0,Central Oakland
16966, ,40.4312451,-79.9875791,2588527063, ,0,0,South Side Flats
16967, ,40.431445,-79.9814577,2588527087, ,0,0,South Side Flats
16968, ,40.4314723,-79.9806143,2588527089, ,0,0,South Side Flats
16969, ,40.4316174,-79.9817427,2588527094, ,0,0,South Side Flats
16970, ,40.4316461,-79.980261,2588527098, ,0,0,South Side Flats
16971, ,40.4372497,-79.9865631,2588527102, ,0,0,Bluff
16972, ,40.4372907,-79.9874868,2588527104, ,0,0,Bluff
16973, ,40.4264449,-79.9943728,2588529298, ,0,0,Allentown
16974, ,40.39487,-80.0555749,2593288554, ,1,0,
16975, ,40.4414022,-79.871674,2608863864, ,1,0,
16976, ,40.4425284,-79.8695912,2608863899, ,1,0,
16977, ,40.4436726,-79.8706047,2608863916, ,1,0,
16978,turning_circle,40.434881,-79.8848418,2610385248, ,1,0,
16979, ,40.4392022,-79.8838508,2610385346, ,1,0,
16980, ,40.4394917,-79.8849064,2610385356, ,1,0,
16981, ,40.440326,-79.8860027,2610385375, ,1,0,
16982, ,40.4411341,-79.8855805,2610385385, ,1,0,
16983, ,40.4419024,-79.8851406,2610385389, ,1,0,
16984, ,40.4427153,-79.8846786,2610385395, ,1,0,
16985, ,40.443099,-79.8689739,2610385397, ,1,0,
16986, ,40.4431613,-79.8678364,2610385405, ,1,0,
16987, ,40.4435456,-79.8800481,2610385412, ,1,0,
16988, ,40.4436356,-79.8676164,2610385413, ,1,0,
16989, ,40.4448159,-79.8743483,2610385414, ,1,0,
16990, ,40.4467352,-79.8686608,2610385421, ,1,0,
16991, ,40.4282971,-79.8924364,2610409524, ,1,0,
16992, ,40.4299907,-79.8809185,2610409552, ,1,0,
16993, ,40.4320477,-79.8885126,2610409573, ,1,0,
16994, ,40.4328354,-79.8841235,2610409610, ,1,0,
16995, ,40.438368,-79.8917527,2610409732, ,1,0,
16996, ,40.4397712,-79.8959071,2610409734, ,0,0,Point Breeze
16997, ,40.440121,-79.8912585,2610426128, ,1,0,
16998, ,40.4409439,-79.890731,2610426200, ,1,0,
16999, ,40.4187362,-79.8884581,2610441093, ,1,0,
17000, ,40.4196222,-79.8890007,2610441101, ,1,0,
17001, ,40.4207694,-79.889703,2610441115, ,1,0,
17002, ,40.3955137,-79.9197396,2610478846, ,0,0,New Homestead
17003, ,40.4016277,-79.9180463,2610478861, ,1,0,
17004, ,40.401904,-79.906861,2610478862, ,1,0,
17005, ,40.4028777,-79.9174926,2610478868, ,1,0,
17006, ,40.4029807,-79.9166233,2610478869, ,1,0,
17007, ,40.408107,-79.9045426,2610478886, ,1,0,
17008, ,40.4081991,-79.9031671,2610478889, ,1,0,
17009, ,40.4083361,-79.9070778,2610478890, ,1,0,
17010, ,40.4084556,-79.9054294,2610478892, ,1,0,
17011, ,40.4084976,-79.9045849,2610478893, ,1,0,
17012, ,40.4086122,-79.9032148,2610478894, ,1,0,
17013, ,40.4086142,-79.9030566,2610478895, ,1,0,
17014, ,40.4086779,-79.9031498,2610478896, ,1,0,
17015, ,40.4087663,-79.9023974,2610478899, ,1,0,
17016, ,40.4088701,-79.9028549,2610478908, ,1,0,
17017, ,40.4089173,-79.9021937,2610478910, ,1,0,
17018, ,40.4089468,-79.9046336,2610478911, ,1,0,
17019, ,40.4090214,-79.9035152,2610478916, ,1,0,
17020, ,40.4090607,-79.9028823,2610478918, ,1,0,
17021, ,40.4090652,-79.9028033,2610478919, ,1,0,
17022, ,40.4090998,-79.902197,2610478922, ,1,0,
17023, ,40.4091402,-79.9014895,2610478924, ,1,0,
17024, ,40.4093725,-79.9056332,2610478936, ,1,0,
17025, ,40.409465,-79.9049671,2610478941, ,1,0,
17026, ,40.4095008,-79.9051086,2610478942, ,1,0,
17027, ,40.4095143,-79.9032614,2610478943, ,1,0,
17028, ,40.409669,-79.9057584,2610478948, ,1,0,
17029, ,40.4097281,-79.9055308,2610478951, ,1,0,
17030, ,40.4099678,-79.905883,2610478957, ,1,0,
17031, ,40.4103429,-79.9039896,2610478964, ,1,0,
17032, ,40.4568007,-79.9651224,2610616274, ,0,0,Polish Hill
17033, ,40.4569449,-79.951367,2610616276, ,0,0,North Oakland
17034, ,40.4570432,-79.9513988,2610616278, ,0,0,North Oakland
17035, ,40.457226,-79.9504461,2610616292, ,0,0,Bloomfield
17036, ,40.4573904,-79.9518353,2610616306, ,0,0,North Oakland
17037, ,40.4321698,-80.0224476,2611298174, ,0,0,Duquesne Heights
17038, ,40.3803506,-79.9216479,2611405950, ,0,0,New Homestead
17039, ,40.3825242,-79.9052896,2611405982, ,1,0,
17040, ,40.3825362,-79.9038704,2611405988, ,1,0,
17041, ,40.383385,-79.9026344,2611406040, ,1,0,
17042, ,40.3846226,-79.9132168,2611406164, ,1,0,
17043, ,40.3858187,-79.9131074,2611406315, ,1,0,
17044, ,40.3873961,-79.916711,2611406485, ,1,0,
17045, ,40.3878435,-79.9208896,2611406546, ,0,0,New Homestead
17046, ,40.3881703,-79.9196306,2611406588, ,0,0,New Homestead
17047, ,40.3754732,-79.9143063,2611571652, ,0,0,Lincoln Place
17048, ,40.3756782,-79.9143761,2611571654, ,0,0,Lincoln Place
17049, ,40.3758509,-79.9139817,2611571657, ,0,0,Lincoln Place
17050, ,40.3781394,-79.9063614,2611571690, ,1,0,
17051, ,40.3784103,-79.9104845,2611571692, ,1,0,Lincoln Place
17052, ,40.378609,-79.9106174,2611571696, ,1,0,Lincoln Place
17053, ,40.3790552,-79.9094987,2611571710, ,1,0,
17054, ,40.3790832,-79.9058873,2611571712, ,1,0,
17055, ,40.3798391,-79.9098261,2611571733, ,1,0,
17056, ,40.380085,-79.90874,2611571741, ,1,0,
17057, ,40.3801851,-79.9100201,2611571742, ,1,0,
17058, ,40.3806315,-79.9116883,2611571746, ,1,0,Lincoln Place
17059, ,40.3807228,-79.908083,2611571747, ,1,0,
17060, ,40.3809977,-79.9093036,2611571754, ,1,0,
17061, ,40.3818212,-79.9129881,2611571761, ,1,0,
17062, ,40.3820385,-79.9123148,2611571767, ,1,0,
17063, ,40.3823455,-79.9208816,2611571771, ,0,0,New Homestead
17064, ,40.3884981,-79.9096585,2611571814, ,1,0,
17065, ,40.3894121,-79.9064693,2611571844, ,1,0,
17066, ,40.389493,-79.91031,2611571848, ,1,0,
17067, ,40.3916618,-79.9277314,2611571960, ,1,0,
17068, ,40.394409,-79.9149929,2611572089, ,1,0,
17069, ,40.3946768,-79.923944,2611572094, ,1,0,
17070, ,40.3948779,-79.9156804,2611572102, ,1,0,
17071, ,40.3953867,-79.9185155,2611572115, ,0,0,New Homestead
17072, ,40.3959926,-79.9208647,2611572133, ,0,0,New Homestead
17073,turning_circle,40.3759087,-79.8982519,2611647921, ,1,0,
17074, ,40.3762103,-79.9098508,2611647925, ,0,0,Lincoln Place
17075, ,40.3868126,-79.9114705,2611647962, ,1,0,
17076, ,40.3875918,-79.9106209,2611647982, ,1,0,
17077, ,40.3878692,-79.9110878,2611647995, ,1,0,
17078, ,40.3910973,-79.9048656,2611648107, ,1,0,
17079, ,40.3915944,-79.9054594,2611648207, ,1,0,
17080, ,40.3933463,-79.9047451,2611648347, ,1,0,
17081, ,40.393658,-79.9057607,2611648365, ,1,0,
17082, ,40.3970042,-79.9029425,2611682355, ,1,0,
17083, ,40.3982699,-79.9041649,2611682365, ,1,0,
17084, ,40.3983024,-79.9041381,2611682368, ,1,0,
17085, ,40.3993462,-79.9063377,2611682381, ,1,0,
17086, ,40.399354,-79.9051047,2611682382, ,1,0,
17087, ,40.3994349,-79.9057735,2611682387, ,1,0,
17088, ,40.3995388,-79.9055505,2611682395, ,1,0,
17089, ,40.3995674,-79.9046539,2611682407, ,1,0,
17090, ,40.3995803,-79.9058769,2611682409, ,1,0,
17091, ,40.402443,-79.9178088,2611682469, ,1,0,
17092, ,40.4079573,-79.9009901,2611682616, ,1,0,
17093, ,40.4080612,-79.89954,2611682622, ,1,0,
17094, ,40.4087491,-79.9010931,2611682628, ,1,0,
17095, ,40.4088493,-79.8995205,2611682630, ,1,0,
17096, ,40.3561262,-79.9001982,2619338222, ,1,0,
17097, ,40.4280999,-79.9576165,2619338238, ,0,0,Hazelwood
17098, ,40.3692476,-79.937972,2619338245, ,1,0,
17099,traffic_signals,40.428945,-79.956701,2619338247, ,0,0,South Oakland
17100, ,40.4977231,-79.8896264,2625437003, ,1,0,
17101, ,40.4989013,-79.8862236,2625437024, ,1,0,
17102, ,40.4876312,-79.8940541,2625597022, ,0,0,Lincoln-Lemington-Belmar
17103, ,40.4866523,-79.8891006,2625613291, ,0,0,Lincoln-Lemington-Belmar
17104,traffic_signals,40.4867473,-79.8923748,2625613293, ,0,0,Lincoln-Lemington-Belmar
17105,traffic_signals,40.4872343,-79.8953664,2625613298, ,0,0,Lincoln-Lemington-Belmar
17106, ,40.4896588,-79.8942145,2625613303, ,0,0,Lincoln-Lemington-Belmar
17107, ,40.4900242,-79.8929987,2625613314, ,0,0,Lincoln-Lemington-Belmar
17108, ,40.4900598,-79.8931246,2625613315, ,0,0,Lincoln-Lemington-Belmar
17109, ,40.4896335,-79.8933865,2625613321, ,0,0,Lincoln-Lemington-Belmar
17110, ,40.4878544,-79.8950762,2625614472, ,0,0,Lincoln-Lemington-Belmar
17111, ,40.4872889,-79.8922473,2625614478, ,0,0,Lincoln-Lemington-Belmar
17112, ,40.487481,-79.8867515,2625614489, ,0,0,Lincoln-Lemington-Belmar
17113, ,40.4875513,-79.8939606,2625614515, ,0,0,Lincoln-Lemington-Belmar
17114, ,40.4870146,-79.8941979,2625614516, ,0,0,Lincoln-Lemington-Belmar
17115, ,40.4903807,-79.8971733,2627873732, ,0,0,
17116, ,40.4926947,-79.9020299,2627939806, ,1,0,
17117, ,40.4932179,-79.9039209,2627939807, ,1,0,
17118, ,40.4938212,-79.9060737,2627939808, ,1,0,
17119, ,40.4943064,-79.9078519,2627939809, ,1,0,
17120, ,40.4977277,-79.897363,2629007841, ,1,0,
17121, ,40.4932723,-79.9012112,2629042793, ,1,0,
17122, ,40.4930795,-79.9003364,2629042795, ,1,0,
17123,traffic_signals,40.488831,-79.9010893,2629042806, ,0,0,
17124, ,40.4885843,-79.9001953,2629042808, ,0,0,
17125, ,40.4883509,-79.8993248,2629042809, ,0,0,
17126, ,40.4881093,-79.8984589,2629042811, ,0,0,
17127, ,40.4899525,-79.9033334,2629087170, ,1,0,
17128, ,40.4891596,-79.9010258,2629087201, ,1,0,
17129, ,40.4910685,-79.907377,2629087212, ,1,0,
17130, ,40.4904739,-79.9052223,2629087214, ,1,0,
17131, ,40.4978631,-79.9045841,2629087342, ,1,0,
17132, ,40.4970499,-79.9036236,2629087393, ,1,0,
17133, ,40.4971018,-79.9019645,2629087396, ,1,0,
17134, ,40.497883,-79.903662,2629095134, ,1,0,
17135, ,40.4979381,-79.9020457,2629095135, ,1,0,
17136, ,40.491752,-79.9070521,2629101273, ,1,0,
17137, ,40.4911688,-79.9048924,2629101274, ,1,0,
17138, ,40.4906487,-79.9030012,2629101275, ,1,0,
17139, ,40.490185,-79.9008327,2629101280, ,1,0,
17140, ,40.4927505,-79.9077837,2629101281, ,1,0,
17141, ,40.4924644,-79.9067142,2629101282, ,1,0,
17142, ,40.4918617,-79.9045642,2629101283, ,1,0,
17143, ,40.4913394,-79.9026715,2629101284, ,1,0,
17144, ,40.4908036,-79.900725,2629101285, ,1,0,
17145, ,40.4935436,-79.9078224,2629101959, ,1,0,
17146, ,40.4931474,-79.9063895,2629101960, ,1,0,
17147, ,40.4925547,-79.9042351,2629101961, ,1,0,
17148, ,40.4920298,-79.9023432,2629101962, ,1,0,
17149, ,40.4946354,-79.8955357,2629168992, ,1,0,
17150, ,40.4941704,-79.8904771,2629185744, ,1,0,
17151, ,40.4950403,-79.8911983,2629185756, ,1,0,
17152, ,40.4968648,-79.8916773,2629185758, ,1,0,
17153, ,40.4956937,-79.8994825,2629231277, ,1,0,
17154, ,40.4866334,-79.8901523,2629521652, ,0,0,Lincoln-Lemington-Belmar
17155, ,40.4871142,-79.8901144,2629521654, ,0,0,Lincoln-Lemington-Belmar
17156, ,40.4880453,-79.8896662,2629521660, ,0,0,Lincoln-Lemington-Belmar
17157, ,40.4871044,-79.8899304,2629521662, ,0,0,Lincoln-Lemington-Belmar
17158, ,40.487673,-79.8898526,2629521671, ,0,0,Lincoln-Lemington-Belmar
17159, ,40.4872761,-79.8921198,2629521675, ,0,0,Lincoln-Lemington-Belmar
17160, ,40.4886487,-79.8914628,2629521677, ,0,0,Lincoln-Lemington-Belmar
17161, ,40.4885979,-79.8881854,2629521681, ,0,0,Lincoln-Lemington-Belmar
17162, ,40.4878318,-79.888369,2629521683, ,0,0,Lincoln-Lemington-Belmar
17163, ,40.4964017,-79.8930107,2630204108, ,1,0,
17164, ,40.4851686,-79.8835879,2632056243, ,1,0,
17165, ,40.4858466,-79.8835755,2632056250, ,1,0,
17166, ,40.4854234,-79.8863806,2632056272, ,1,0,
17167, ,40.4851305,-79.883055,2632056296, ,1,0,
17168, ,40.4881016,-79.8773747,2632056364, ,1,0,
17169, ,40.4888822,-79.8769312,2632056386, ,1,0,
17170, ,40.4522033,-79.9159235,2632077476, ,0,0,Point Breeze
17171, ,40.4321326,-80.0164173,2632119296, ,0,0,Mount Washington
17172, ,40.4321473,-80.0165084,2632119297, ,0,0,Mount Washington
17173, ,40.4546261,-79.9169288,2632688869, ,0,0,Shadyside
17174, ,40.483789,-79.9151659,2633061947, ,0,0,Highland Park
17175, ,40.4778451,-79.9145121,2633091843, ,0,0,Highland Park
17176, ,40.4841257,-79.9249233,2633091993, ,0,0,Morningside
17177, ,40.4808615,-79.9282584,2633092002, ,0,0,Morningside
17178, ,40.4856379,-79.9232886,2633092090, ,0,0,Morningside
