Source,Target,Type,Id,Label,timeset,Weight,junction,access,service,tunnel,maxspeed,bridge,ref,osmid,oneway,name,distance,lanes,highway,geometry,bridge-size
24,1,Undirected,3097,,,10,,,,,,yes,,"[54210152, 24956714, 54216381]",TRUE,,290.296,1,motorway_link,"LINESTRING (584071.7097826389 4477285.717870468, 584071.6614522429 4477302.114298975, 584074.9145107281 4477327.40681279, 584076.8948769264 4477336.110445807, 584080.9643053835 4477349.122724929, 584084.5960400943 4477357.300923573, 584089.6395666263 4477365.139725282, 584095.2817227679 4477372.541190511, 584102.2789176013 4477379.36949418, 584112.6101692875 4477386.890237358, 584123.1078898725 4477392.425689249, 584134.8910528795 4477397.542635823, 584149.7074419647 4477402.949015443, 584228.0338310865 4477427.375823892, 584240.8097307269 4477433.203502373, 584259.1964291575 4477442.413685555, 584276.33682012 4477450.066775947)",10
2,83,Undirected,3167,P J McArdle Roadway,,10,,,,,,yes,,"[54226634, 54226626, 54226623]",FALSE,P J McArdle Roadway,323.875,2,secondary,"LINESTRING (585695.5323082757 4475664.082895646, 585659.6032918596 4475664.071778011, 585634.9666115749 4475669.229977597, 585580.5425360445 4475690.789191008, 585556.3340197963 4475700.071216851, 585501.4463807694 4475724.37888933, 585481.8147969201 4475729.594692584, 585466.3320210635 4475730.328424005, 585400.9171074892 4475719.602348193, 585384.1465823223 4475718.689644732)",10
1,1,Undirected,3214,Larimer Avenue,,10,,,,,,yes,,"[28571776, 55128066, 331149039, 55128062, 28571775]",FALSE,Larimer Avenue,273.546,,tertiary,"LINESTRING (592649.3566388148 4480261.796617748, 592621.6120080663 4480248.896857141, 592589.2757656205 4480236.351160447, 592567.0573746579 4480227.716520811, 592417.9061476933 4480169.80822152, 592394.8227960821 4480160.464001578)",10
25,101,Undirected,3275,US 19,,10,,,,,,yes,US 19,"[54362089, 11674956]",TRUE,,588.94,1,motorway_link,"LINESTRING (582285.5529559329 4478894.969192178, 582251.0562345454 4479056.261189179, 582230.646743158 4479146.436463293, 582222.26583109 4479183.75645283, 582213.1072753666 4479220.856982334, 582179.4799684237 4479346.46753847, 582176.2995873415 4479360.42051197, 582174.1738555508 4479370.222002444, 582172.6262864725 4479382.971738398, 582172.1038879961 4479401.205769254, 582172.5454343483 4479411.190866163, 582173.3999671473 4479419.859418583, 582175.1759302451 4479431.10253425, 582177.5134648925 4479441.397087059, 582180.5904415214 4479451.533237113, 582186.710600723 4479467.930746615)",10
25,26,Undirected,3276,Ohio River Boulevard,,10,,,,,40 mph,yes,PA 65,"[54362088, 51189179]",TRUE,Ohio River Boulevard,635.025,2,motorway,"LINESTRING (582285.5529559329 4478894.969192178, 582240.9263777592 4479053.618751828, 582118.6448760243 4479506.716107761)",10
1,72,Undirected,3874,Boulevard of the Allies,,10,,,,,,yes,,"[54293033, 54293516]",FALSE,Boulevard of the Allies,247.563,3,primary,"LINESTRING (584952.5021754248 4476751.801391025, 584961.0838252826 4476746.059290666, 585048.15650404 4476704.328482548, 585135.5574515897 4476663.657042262, 585155.7129803039 4476655.393420987, 585177.0719361834 4476647.23234791)",10
26,0,Undirected,3946,Ohio River Boulevard,,10,,,,,40 mph,yes,PA 65,"[54362088, 54362083]",TRUE,Ohio River Boulevard,532.261,2,motorway,"LINESTRING (582118.6448760243 4479506.716107761, 582113.661765177 4479523.46910947, 582107.950957256 4479540.858018429, 582101.7412954618 4479558.119342879, 582095.126530848 4479575.209706284, 582088.5243347515 4479591.156758444, 582080.2285833104 4479609.216731418, 582072.7585899013 4479623.888708738, 582059.4181853185 4479648.099125764, 582045.370689319 4479671.846652362, 582013.1817564556 4479724.6478406, 581990.5829340308 4479762.755916207, 581940.2823327634 4479845.877028535, 581922.1757036465 4479877.229265694, 581902.4465206398 4479909.651733846, 581880.480545994 4479942.715867736, 581861.0801875666 4479969.91323081)",10
27,133,Undirected,3947,US 19,,10,,,,,,yes,US 19,"[54362077, 54362086]",TRUE,,465.804,1,motorway_link,"LINESTRING (582120.4559641456 4479411.973573992, 582216.3453055953 4479065.782414997, 582221.5122129864 4479048.554134401, 582248.8791634128 4478964.982963296)",10
27,0,Undirected,3948,,,10,,,,,,yes,,54362103,TRUE,,199.419,1,motorway_link,"LINESTRING (582120.4559641456 4479411.973573992, 582124.3595318417 4479382.330994041, 582126.3864421884 4479369.164652645, 582128.971844153 4479356.104353311, 582147.6314001598 4479282.28432286, 582152.0209111169 4479260.917707667, 582160.1173001742 4479217.033538401)",10
28,30,Undirected,4013,US 19,,10,,,,,,yes,US 19,232186709,TRUE,,164.329,1,motorway_link,"LINESTRING (582557.7383678274 4478088.877501876, 582576.8976147836 4478068.817433876, 582583.1239093577 4478061.015139285, 582588.3253620793 4478053.090531513, 582592.2747561982 4478045.651684512, 582595.2536415475 4478038.546280988, 582597.3233340785 4478031.597372298, 582598.6589413555 4478024.30732207, 582599.301423941 4478017.575802714, 582599.5441212188 4478010.950888551, 582599.0677878079 4478002.619514856, 582598.0252481067 4477994.10427205, 582587.893884271 4477939.184463979)",10
2,2,Undirected,4051,Saw Mill Run Boulevard,,10,,,,,35 mph,yes,PA 51,"[398075409, 397887916, 398075407]",TRUE,Saw Mill Run Boulevard,691.004,2,trunk,"LINESTRING (585021.6482584965 4472225.716865203, 584976.128718749 4472293.897111048, 584908.1580741142 4472396.027144067, 584888.7653934762 4472427.413595058, 584875.0651036052 4472455.300920647, 584865.2803909784 4472479.191626152, 584857.1548075508 4472504.9772624, 584852.1662244909 4472525.058923594, 584848.2756587639 4472544.864369121, 584844.7143085318 4472572.333564385, 584824.2759095741 4472757.796958984, 584821.9600958894 4472778.708174608, 584817.1544824234 4472815.655088669, 584812.2651816664 4472838.990636506, 584804.0088194757 4472865.13009866)",10
2,2,Undirected,4086,,,10,,,,,35 mph,yes,,"[335391647, 461374990, 461374991]",TRUE,,319.341,2,trunk_link,"LINESTRING (585400.6947235224 4470392.104925897, 585382.5626874673 4470432.962988224, 585352.0623950965 4470525.990560138, 585348.733691666 4470536.510206441, 585339.7077132162 4470565.016064627, 585332.4252356697 4470588.024324229, 585318.5577789146 4470618.995200753, 585299.3167596962 4470649.949438331, 585292.069777952 4470659.392144101, 585280.0437985604 4470670.27925494, 585269.0922359325 4470677.015539791)",10
2,2,Undirected,4087,Saw Mill Run Boulevard,,10,,,,,35 mph,yes,PA 51,"[503625283, 503625254, 503625255]",TRUE,Saw Mill Run Boulevard,325.745,2,trunk,"LINESTRING (585400.6947235224 4470392.104925897, 585386.4664858286 4470417.420933158, 585375.1188205536 4470434.310409898, 585361.1018889801 4470455.24378629, 585289.5979300722 4470545.951471149, 585273.4814968192 4470567.14978508, 585264.2561788054 4470581.843238888, 585254.6178585091 4470598.519174724, 585245.1689322768 4470618.705336194, 585235.8788634723 4470644.344132277, 585231.4665651198 4470666.574669205)",10
30,148,Undirected,4148,West End Bridge,,10,,,,,35 mph,yes,US 19,11819330,FALSE,West End Bridge,461.263,4,trunk,"LINESTRING (582587.893884271 4477939.184463979, 582413.8654166007 4477512.557843536)",10
30,79,Undirected,4149,,,10,,,,,,yes,,54349866,TRUE,,138.786,1,motorway_link,"LINESTRING (582587.893884271 4477939.184463979, 582620.4926337092 4477988.634856846, 582626.3707399679 4477997.025833588, 582633.0986747518 4478005.259670747, 582640.6359955881 4478013.15830044, 582649.4186394492 4478021.181697918, 582658.3844654147 4478027.974862337, 582668.5492656924 4478034.481533908, 582679.4548730007 4478040.718861793)",10
30,0,Undirected,4150,West End Bridge,,10,,,,,35 mph,yes,US 19,"[511352050, 511352037, 511352038]",FALSE,West End Bridge,208.303,"['5', '4']",trunk,"LINESTRING (582587.893884271 4477939.184463979, 582617.993439137 4478012.986162504, 582640.2298788191 4478063.021733432, 582663.6812153402 4478120.519898374, 582668.0328545838 4478131.192072337)",10
0,78,Undirected,4228,Ohio River Boulevard,,10,,,,,40 mph,yes,PA 65,"[122000705, 54349884]",TRUE,Ohio River Boulevard,375.309,3,motorway,"LINESTRING (582812.5662985938 4478043.655160179, 582846.9047514618 4478039.172530858, 582883.5853339132 4478035.337665599, 582920.0185618114 4478032.39946189, 582955.5129900258 4478030.761012304, 582996.2702031095 4478030.246803619, 583119.9830013253 4478029.531914399, 583188.0413560187 4478030.498602713)",10
3,3,Undirected,4234,Morrow Street,,10,,,,,,yes,,"[161498883, 11840379, 161498884]",FALSE,Morrow Street,63.976,,residential,"LINESTRING (577023.8232239252 4473691.410208911, 577060.5690660484 4473691.154977555, 577076.9117746208 4473691.234135484, 577087.9306846024 4473690.803446804)",10
31,4,Undirected,4273,,,10,,,,,,yes,,"[54582162, 54582171]",TRUE,,143.085,,motorway_link,"LINESTRING (592420.1232398726 4483128.59701046, 592414.4530757987 4483118.990311946, 592407.2883446919 4483110.297712075, 592399.6268776257 4483104.763046526, 592393.0588620226 4483102.650211758, 592381.4547060827 4483103.406075839, 592340.6374030935 4483113.548627009, 592329.4908911531 4483114.310223521, 592321.5417588277 4483113.53483755, 592311.5809871419 4483110.247777475, 592302.7838764949 4483104.699191203, 592295.8337217746 4483096.464532893)",10
31,138,Undirected,4274,Highland Park Bridge,,10,,,,,,yes,Green Belt;Blue Belt,"[54582157, 54582167, 122747096, 54582174, 54582175]",TRUE,Highland Park Bridge,180.004,1,motorway,"LINESTRING (592420.1232398726 4483128.59701046, 592414.9750474762 4483113.789932194, 592406.5298915413 4483098.287090291, 592396.7063169291 4483083.899626483, 592384.1791574049 4483067.436003622, 592364.9249980745 4483043.195619653, 592355.7764883769 4483029.038594826, 592345.7714841248 4483010.796576073, 592333.8764857731 4482984.30466335, 592328.9435223308 4482974.696040599)",10
1,1,Undirected,4583,"['Washington Street', 'Washington Avenue']",,10,,,,,,yes,,"[54571616, 11744324]",FALSE,"['Washington Street', 'Washington Avenue']",81.925,,tertiary,"LINESTRING (594393.194073537 4475046.177969591, 594431.2923434252 4475064.298818895, 594466.55924739 4475082.872667861)",10
33,0,Undirected,4601,Bridge Street,,10,,,,,,yes,,"[54581376, 462622045]",FALSE,Bridge Street,46.95,2,tertiary,"LINESTRING (589796.2962790272 4483338.332219969, 589779.3325041233 4483351.417422932, 589759.09242011 4483367.02785779)",10
33,5,Undirected,4602,Bridge Street,,10,,,,,,yes,,"[54581378, 54581379, 462622044, 462622050]",FALSE,Bridge Street,93.602,"['3', '2']",secondary,"LINESTRING (589796.2962790272 4483338.332219969, 589802.7549200087 4483333.358447335, 589811.4379171843 4483326.657305633, 589819.5476936137 4483320.404463558, 589825.5694439086 4483315.114608126, 589831.5480940375 4483309.180330406, 589837.0209710887 4483303.017941728, 589842.3938311546 4483296.010611994, 589848.1268806544 4483287.242415888, 589858.5738455649 4483269.882518176)",10
33,0,Undirected,4603,,,10,,,,,,yes,,"[54581384, 54581382]",TRUE,,68.654,1,motorway_link,"LINESTRING (589796.2962790272 4483338.332219969, 589781.5837593107 4483336.157173268, 589774.3285482266 4483334.771123634, 589766.6246616262 4483332.63586772, 589759.3745650207 4483330.117502715, 589751.8516135914 4483327.029673332, 589745.4154791227 4483323.777268723, 589739.4344653615 4483320.030748691, 589732.8532191998 4483314.74497005)",10
0,0,Undirected,4619,Jacks Run Road,,10,,,,,25 mph,yes,,"[11950609, 259278540, 54459358]",FALSE,Jacks Run Road,239.668,2,tertiary,"LINESTRING (581592.7364152991 4484376.265394373, 581595.7195472448 4484394.859785915, 581594.6611093399 4484407.981383933, 581585.3543815742 4484462.543894912, 581583.1501101706 4484502.23014147, 581582.7409254331 4484517.201691099, 581582.9946976574 4484529.660422483, 581584.2431791292 4484540.264950146, 581586.7903573499 4484552.992955562, 581593.0802424831 4484581.48165142, 581596.2150275983 4484601.698536709, 581595.0313585065 4484613.098027258)",10
34,36,Undirected,4624,,,10,,,,,,yes,,"[54581394, 54581395]",TRUE,,382.311,1,motorway_link,"LINESTRING (589561.0897985712 4483159.224127756, 589513.5598976057 4483141.447000651, 589437.9635140258 4483114.053215453, 589201.8973093997 4483026.31484664)",10
8,34,Undirected,4633,,,10,,,,,,yes,,"[54581392, 54581393, 54581395, 54581391]",TRUE,,433.016,1,motorway_link,"LINESTRING (589768.7378196247 4483503.907728384, 589770.0262261153 4483486.249006679, 589770.4365793685 4483471.133173554, 589770.0181190425 4483453.753706153, 589768.9181344566 4483436.665805974, 589766.796383393 4483419.265886277, 589764.1001944016 4483402.41416419, 589760.71745814 4483385.565302233, 589756.5296880532 4483370.116715455, 589751.1019903335 4483353.465344643, 589745.0448614727 4483337.705674641, 589738.0110467128 4483322.111916592, 589730.5164792098 4483307.478499204, 589721.6333664604 4483292.017988754, 589711.2747726354 4483276.617497275, 589700.3742682613 4483261.876631941, 589688.159414968 4483247.186627021, 589675.6749733167 4483233.770125256, 589663.93555054 4483222.538548068, 589650.3697757274 4483210.940931151, 589637.6473074767 4483201.107546866, 589626.3741820916 4483193.389813841, 589614.5327231458 4483185.709693481, 589603.3554817481 4483179.181045889, 589590.5917946743 4483172.777728388, 589561.0897985712 4483159.224127756)",10
36,0,Undirected,4657,Allegheny Valley Expressway,,10,,,,,,yes,PA 28;Blue Belt,"[54581420, 54581421, 54581415]",TRUE,Allegheny Valley Expressway,527.347,2,motorway,"LINESTRING (589201.8973093997 4483026.31484664, 589085.7826892999 4482984.164409564, 589044.6097064153 4482966.91015167, 589018.8400775453 4482954.380159533, 588995.1563550393 4482938.921998365, 588968.8109509527 4482917.781407282, 588955.097468233 4482904.928838009, 588938.700796243 4482888.203142615, 588918.9748397875 4482864.199495387, 588898.6032477197 4482837.457177413, 588873.3309103675 4482802.285886457, 588840.9000157727 4482757.515362474, 588802.3975518092 4482707.232987317)",10
37,8,Undirected,4728,,,10,,,,,45 mph,yes,,"[54581396, 54581404, 54581405]",TRUE,,412.459,1,motorway_link,"LINESTRING (589627.8134980773 4483164.531108037, 589670.5027641928 4483191.554279761, 589682.3960218176 4483199.856816881, 589693.7174813068 4483208.485569753, 589703.7332115434 4483217.154182547, 589713.0557101471 4483226.380686136, 589723.380788719 4483237.51765509, 589733.0082316002 4483249.578823126, 589741.2808877856 4483260.82440654, 589748.9259731325 4483272.806291574, 589755.4286948655 4483285.340665638, 589761.1232818166 4483298.120686165, 589766.3064101636 4483311.849331852, 589771.4002646875 4483327.364312241, 589775.6330872608 4483344.001348468, 589780.919832863 4483367.445395149, 589786.1219677976 4483393.697206663, 589788.8985423107 4483413.025622501, 589790.8315644729 4483432.021953577, 589791.5526882693 4483447.484432969, 589791.5413705304 4483462.538447361, 589790.9801469308 4483481.038541917, 589788.5843017086 4483513.982352206)",10
37,38,Undirected,4729,Allegheny Valley Expressway,,10,,,,,45 mph,yes,PA 28;Blue Belt,"[54581411, 54581412, 54581417, 122747083, 54581401]",TRUE,Allegheny Valley Expressway,746.092,"['3', '2']",motorway,"LINESTRING (589627.8134980773 4483164.531108037, 589651.3958120078 4483173.440015853, 589691.1938483133 4483191.358409937, 589725.9726092143 4483210.116031193, 589754.6296422461 4483228.356246186, 589772.4452993637 4483240.338146457, 589813.8957570021 4483271.632616206, 589910.7293218751 4483348.300495074, 589953.504674273 4483382.087432994, 589988.1676470349 4483406.817745675, 590005.8982743232 4483416.645438139, 590022.82676304 4483426.219272835, 590037.2363466409 4483433.120558228, 590054.1980556548 4483439.930495495, 590075.1370375848 4483447.243572707, 590096.7622377457 4483452.46672243, 590127.0158607005 4483458.337951527, 590154.0764028531 4483462.627631328, 590178.677545953 4483466.343747904, 590221.5589400956 4483470.125123973, 590287.690774088 4483474.365160113)",10
37,5,Undirected,4752,,,10,,,,,,yes,,"[54581408, 54581410, 54581407]",TRUE,,313.511,1,motorway_link,"LINESTRING (589573.1174821598 4483145.002409549, 589611.1959487164 4483151.553656224, 589626.1347109247 4483154.685828345, 589641.6510925025 4483159.123875218, 589656.0370429367 4483163.825945, 589669.8372691758 4483169.309250499, 589683.2930436048 4483175.243626744, 589699.4486731614 4483182.909007185, 589717.8630755695 4483192.333422242, 589784.6735466317 4483228.494968842, 589820.7057679952 4483248.000821223, 589830.5326447128 4483253.325675499, 589846.9444609587 4483262.21566968, 589858.5738455649 4483269.882518176)",10
2,2,Undirected,4801,Glass Run Road,,10,,,,,30 mph,yes,,"[307771796, 436607140, 307771797]",FALSE,Glass Run Road,986.241,,secondary,"LINESTRING (589019.7791910809 4471627.631876673, 588930.0569773936 4471595.949677403, 588884.2577060702 4471587.624781207, 588843.3050740138 4471589.36011757, 588795.5175507679 4471591.94732894, 588770.5424323482 4471588.49896274, 588758.2795387522 4471582.492241048, 588747.7992227833 4471570.744879323, 588723.3020167171 4471541.946217026, 588675.0926435732 4471519.872513517, 588645.9272541183 4471511.82339006, 588610.1733712006 4471516.097085525, 588540.2385535473 4471538.829205072, 588533.5111073428 4471539.2049945, 588515.3175167753 4471534.372087706, 588503.9112890008 4471533.438231592, 588489.0485668511 4471536.95978468, 588357.1603305587 4471590.314198616, 588322.6511965606 4471605.716615615, 588263.7122928258 4471636.984620537, 588232.6780297875 4471652.883482366, 588219.3861106642 4471657.845036236, 588199.7621247118 4471660.611773941, 588178.951444282 4471658.901772359, 588134.385219717 4471648.198007422, 588102.0458283604 4471629.245251638)",10
2,2,Undirected,4802,Glass Run Road,,10,,,,,30 mph,yes,,"[54685344, 436607139, 436607140, 307771790, 307771791]",FALSE,Glass Run Road,1267.15,,secondary,"LINESTRING (589019.7791910809 4471627.631876673, 589105.67364123 4471660.635216702, 589125.1931126111 4471665.27439176, 589138.4198981881 4471664.421259314, 589185.3815469728 4471643.453202044, 589327.3396236813 4471592.508902311, 589350.8390181853 4471588.703279894, 589373.1439823206 4471588.968911632, 589401.2430769964 4471597.374541983, 589418.5520565832 4471600.16747241, 589466.7493100159 4471605.959755874, 589504.3466232523 4471603.011019916, 589535.3979871518 4471595.898950523, 589554.1190724398 4471592.036947468, 589624.578293975 4471602.40341397, 589651.3921704618 4471606.809142328, 589665.0972320215 4471602.887486751, 589680.4169150271 4471597.397614871, 589700.604480189 4471584.483441579, 589751.2406145083 4471541.081919573, 589769.2596354992 4471536.323915781, 589783.5927464402 4471537.394633777, 589824.4699218465 4471546.276705437, 589843.1121079627 4471548.320559736, 589869.118415339 4471544.324530912, 589877.1071797498 4471542.832673485, 589888.9679278076 4471542.663898747, 589904.4323071009 4471545.66898939, 589915.5267091724 4471547.822426412, 589934.6409000693 4471548.728692283, 590142.0997089285 4471539.272593357, 590168.1244337423 4471538.708236493, 590240.5043106998 4471535.470700684)",10
38,60,Undirected,4857,Allegheny Valley Expressway,,10,,,,,55 mph,yes,"['PA 28', 'PA 28;Blue Belt']","[54581978, 308674266, 54581977, 122888276]",TRUE,Allegheny Valley Expressway,1806.12,"['3', '2']",motorway,"LINESTRING (590287.690774088 4483474.365160113, 590448.2959953879 4483484.899552383, 590609.1720297508 4483495.44068921, 590793.8262575505 4483508.316821542, 590903.9951420018 4483515.317709194, 590954.1982440909 4483517.737991772, 590998.2201091393 4483518.995374797, 591066.8951666459 4483517.566890845, 591109.6649432164 4483514.468819328, 591149.7257193231 4483510.427599831, 591213.0615206066 4483504.139314004, 591379.2143193096 4483487.150899127, 591578.6022675619 4483466.487712008, 591729.7412917828 4483450.677564437, 591798.0458604584 4483442.234783339, 591873.2054929709 4483430.479664053, 591944.9783255459 4483417.096054882, 592087.4275663919 4483388.585466455)",10
