Source,Target,Type,Id,Label,timeset,Weight,junction,access,service,tunnel,maxspeed,bridge,ref,osmid,oneway,name,distance,lanes,highway,geometry,bridge-size
107,1,Undirected,14323,,,10,,,,,,yes,,"[54490664, 54490665]",TRUE,,345.609,1,motorway_link,"LINESTRING (585780.1883094332 4476481.828273547, 585712.2130224163 4476481.960621848, 585690.1907524228 4476482.75225687, 585668.2708830904 4476484.233425763, 585623.671835903 4476488.319638859, 585513.2579788325 4476498.737423883, 585502.4505039172 4476500.246006983, 585491.6207502162 4476502.220617683, 585481.6015821445 4476504.526438297, 585436.3109574094 4476514.978175303)",10
0,0,Undirected,14628,"['Lincoln Avenue', 'California Avenue']",,10,,,,,"['25 mph', '30 mph']",yes,,"[54364529, 11836017, 11755715, 459897556]",FALSE,"['Lincoln Avenue', 'California Avenue']",280.498,2,tertiary,"LINESTRING (580936.180532848 4482278.897757946, 580934.830107878 4482280.714890644, 580905.3503684031 4482316.720014354, 580880.0479822255 4482348.174406638, 580858.5946044659 4482374.86354799, 580792.6293303127 4482456.878947634, 580784.5199502972 4482466.882600124, 580760.0285175345 4482497.113874406)",10
62,3,Undirected,14637,Penn-Lincoln Parkway West,,10,,,,,55 mph,yes,I 376;US 22;US 30,"[549427232, 549427242, 30193036]",TRUE,Penn-Lincoln Parkway West,775.201,"['3', '2']",motorway,"LINESTRING (575863.8954511712 4475128.477868582, 576117.0349197167 4475072.463337419, 576153.6583648969 4475064.365135944, 576431.6918515675 4475002.852568187, 576478.8756767539 4474991.744192232, 576525.595232484 4474979.587856027, 576572.0369433984 4474966.407657421, 576620.0870922384 4474951.93424083)",10
108,1,Undirected,14891,,,10,,,,,,yes,,"[30678499, 550521516, 54490643, 550521555, 30678490]",TRUE,,641.323,1,motorway_link,"LINESTRING (586992.1571393304 4476650.659692174, 587078.8998570516 4476650.868130622, 587100.4661695617 4476650.608163169, 587118.5353684602 4476649.808015342, 587139.9608971056 4476648.525172531, 587211.7971228088 4476643.099762592, 587274.6676392196 4476638.358803198, 587296.7436125735 4476637.317119195, 587318.4228383619 4476636.83706023, 587341.9204533029 4476636.822329854, 587486.773613689 4476638.978786993, 587494.4830713385 4476639.102126625, 587533.6924488635 4476639.682273149, 587634.3285242163 4476643.678626912)",10
108,150,Undirected,14892,Penn-Lincoln Parkway East,,10,,,,,55 mph,yes,I 376;US 22;US 30,"[54490635, 54490632, 121635811]",TRUE,Penn-Lincoln Parkway East,706.7,2,motorway,"LINESTRING (586992.1571393304 4476650.659692174, 587024.3045976198 4476653.053556128, 587093.8966243058 4476658.236328986, 587119.1416838254 4476659.673329973, 587144.5454743542 4476660.590485143, 587170.4863600901 4476660.548132506, 587194.3819242832 4476659.860371362, 587218.9723918485 4476658.503575702, 587242.5431829283 4476656.568801514, 587266.2308441084 4476654.069278114, 587289.8761693287 4476650.836626608, 587313.5869690534 4476647.083034404, 587336.8977915747 4476642.714262499, 587395.6293604533 4476630.654478084, 587441.9358772564 4476620.592735329, 587466.6283622641 4476614.874985053, 587489.2780904497 4476609.022442558, 587511.4803991469 4476602.987114595, 587534.8826379995 4476595.900111827, 587557.9575885709 4476587.788002665, 587580.7613872066 4476578.928981796, 587614.761376019 4476565.105292263, 587648.207669627 4476550.764599256, 587680.8491574926 4476534.893704507)",10
0,0,Undirected,14904,Bellevue Road,,10,,,,,25 mph,yes,,"[54459359, 512618670, 434897567]",FALSE,Bellevue Road,261.84,2,tertiary,"LINESTRING (581374.7323986122 4484478.820324628, 581377.2607990775 4484480.857240062, 581391.9239200364 4484494.527530932, 581431.6600595667 4484534.68182296, 581440.7127444836 4484542.973430956, 581449.595345246 4484549.76448545, 581460.3734913878 4484556.01003431, 581475.4084943678 4484562.746073426, 581503.8165910463 4484573.97980475, 581573.6714927398 4484602.051894533, 581580.7986855961 4484605.071617082, 581587.3652304632 4484608.218444156, 581591.1474662111 4484610.269124713, 581595.0313585065 4484613.098027258)",10
3,110,Undirected,14956,,,10,,,,,,yes,,"[55410208, 395468140, 395468109, 391441585, 55410200, 55410207]",TRUE,,149.341,1,primary_link,"LINESTRING (579805.9147354056 4480961.397325298, 579799.9194992308 4480957.56998614, 579730.1333328401 4480912.875344793, 579721.9127070569 4480907.847602326, 579705.9988714573 4480897.620141508, 579703.184003979 4480895.258851674, 579699.8582408405 4480891.515542574, 579698.382574113 4480889.17962278, 579696.5129120626 4480885.629449997, 579688.131299612 4480872.629202462)",10
3,2,Undirected,14960,West Carson Street,,10,,,,,,yes,,"[54286970, 55410190, 438806086, 55410199]",FALSE,West Carson Street,98.317,,tertiary,"LINESTRING (580222.0009458481 4479821.432886855, 580225.6846891831 4479815.533107142, 580230.5676992672 4479807.703434536, 580252.8150291152 4479768.298741711, 580269.7672464153 4479735.631396117)",10
3,109,Undirected,14969,McKees Rocks Bridge,,10,,,,,35 mph,yes,Blue Belt;PA 65 Truck,55410197,FALSE,McKees Rocks Bridge,31.877,3,primary,"LINESTRING (580003.5190023208 4481016.939132698, 580035.4520236494 4481017.913476828)",10
3,110,Undirected,14970,McKees Rocks Bridge,,10,,,,,35 mph,yes,"['Blue Belt; PA 65 Truck', 'Blue Belt;PA 65 Truck']","[395468103, 395468139, 55410195, 55410201, 55410202, 55410203, 55410204]",FALSE,McKees Rocks Bridge,351.952,"['3', '4']",primary,"LINESTRING (580003.5190023208 4481016.939132698, 579976.2523214 4481014.82695391, 579955.4676768158 4481012.229077304, 579938.908041365 4481009.332258701, 579921.4473883691 4481005.071475254, 579900.3635893245 4480998.729370723, 579875.6190319997 4480989.062213398, 579850.0133282363 4480975.877892965, 579831.9231395026 4480964.661101253, 579806.0118396074 4480948.320866399, 579736.2346881529 4480903.570759068, 579728.6997237636 4480898.639128614, 579699.9700248507 4480880.226575568, 579691.0614623427 4480874.5143527, 579688.131299612 4480872.629202462)",10
109,149,Undirected,14976,McKees Rocks Bridge,,10,,,,,35 mph,yes,Blue Belt;PA 65 Truck,"[55410197, 369606854]",FALSE,McKees Rocks Bridge,1090.831,"['3', '4']",primary,"LINESTRING (580035.4520236494 4481017.913476828, 580201.8105580943 4481022.34833197, 580301.3103207315 4481024.84777646, 580328.9054356752 4481025.576986968, 580351.1911176811 4481027.326112899, 580375.9269085579 4481031.432935609, 580399.6292679058 4481037.826737097, 580424.6299510594 4481047.254170262, 580945.8095133271 4481271.641107849, 581068.0747373155 4481324.331728902)",10
110,3,Undirected,14981,McKees Rocks Bridge,,10,,,,,35 mph,yes,Blue Belt;PA 65 Truck,"[25420634, 369606852]",FALSE,McKees Rocks Bridge,191.455,4,primary,"LINESTRING (579688.131299612 4480872.629202462, 579530.1114333229 4480770.912787616, 579527.0396792489 4480768.781966347)",10
110,3,Undirected,14982,,,10,,,,,,yes,,"[55410209, 55410211, 395468138, 395468108, 391441586, 55410206]",TRUE,,148.966,1,primary_link,"LINESTRING (579688.131299612 4480872.629202462, 579702.7498306511 4480874.738776991, 579707.0333875269 4480875.317281352, 579710.639513826 4480875.82196191, 579714.8060121213 4480877.043106722, 579717.6317645394 4480878.383184833, 579734.8029810713 4480889.156939, 579742.6358198693 4480893.980736, 579809.7445112478 4480936.959507877, 579817.9962306331 4480942.24301418)",10
1,1,Undirected,14987,Forward Avenue,,10,,,,,,yes,,"[550944032, 550944033, 292849441, 54507812, 39456148, 550944022, 11949659]",FALSE,Forward Avenue,283.516,2,primary,"LINESTRING (590926.5408350949 4475763.329081994, 590935.5187749214 4475768.76688276, 590938.3233181352 4475770.466184893, 590945.8778995342 4475775.042989668, 590981.7221481373 4475796.749129204, 591013.1950958385 4475815.815635721, 591049.7548594496 4475837.952671829, 591088.0745956092 4475861.154855734, 591125.8213299525 4475884.017221005, 591168.0480534701 4475912.396375745)",10
3,109,Undirected,14989,,,10,,,,,,yes,,"[55410196, 55410205, 395468110]",TRUE,,232.631,1,primary_link,"LINESTRING (579817.9962306331 4480942.24301418, 579829.2876421659 4480949.468412012, 579848.2328942787 4480961.593538859, 579874.1177309612 4480975.635642775, 579896.2389092748 4480985.663327133, 579917.3651894539 4480992.794075185, 579961.8233942789 4481006.11350233, 579970.8568779867 4481008.830002865, 579980.6684898498 4481010.922050959, 580003.6015563426 4481013.975929144, 580035.4520236494 4481017.913476828)",10
2,2,Undirected,15014,Grove Road,,10,,,,,,yes,,"[471256288, 471256289, 11735859]",FALSE,Grove Road,87.798,,residential,"LINESTRING (583617.9207136044 4468988.446488027, 583623.1024675594 4468981.399307685, 583625.9216778046 4468977.578524339, 583640.5001951848 4468959.379207239, 583649.53324802 4468948.100910143, 583664.6740080401 4468933.560251979, 583669.635541565 4468929.519120902, 583676.7223489714 4468923.736554298)",10
2,2,Undirected,15608,Liberty Tunnels,,10,,,,yes,40 mph,yes,,"[54223874, 54223915, 318681969, 318681970, 41871764]",TRUE,Liberty Tunnels,1856.65,2,trunk,"LINESTRING (584028.8841125487 4474200.416785201, 584034.6098437279 4474205.132480497, 584039.629226441 4474209.274087199, 584042.2196104606 4474214.365399396, 584046.3046978747 4474222.37095507, 584055.4628277181 4474240.324808387, 584059.3237873986 4474247.883800128, 584880.2066073294 4475844.107229917, 584881.4747612695 4475846.741559007)",10
2,2,Undirected,15748,Crafton Boulevard,,10,,,abandoned_tram,,,yes,,"[54582992, 54583002, 54209307]",FALSE,Crafton Boulevard,68.69,2,residential,"LINESTRING (578976.2760060317 4476061.70953183, 578986.243688372 4476059.294599258, 579027.8258262764 4476043.414106726, 579040.6282758138 4476037.654342032)",10
111,141,Undirected,15891,Penn-Lincoln Parkway East,,10,,,,,55 mph,yes,I 376;US 22;US 30,"[54490636, 54490637, 121635799]",TRUE,Penn-Lincoln Parkway East,605.483,2,motorway,"LINESTRING (587494.4575760642 4476628.211096996, 587377.3745075176 4476659.727719795, 587353.7600615199 4476665.402820447, 587330.0922339244 4476670.566696048, 587305.9743236187 4476675.048199223, 587281.7005955603 4476679.072795973, 587257.144467686 4476682.583505282, 587234.0128095358 4476685.422578848, 587212.943414284 4476687.453107096, 587189.3735053772 4476689.321371933, 587166.4977245319 4476690.587196188, 587136.6099831872 4476691.571698074, 587124.673125807 4476691.710406323, 587093.789508181 4476691.528925494, 587062.4582055587 4476690.454237429, 587031.6538186778 4476688.564280194, 586895.2784678132 4476674.502952679)",10
111,1,Undirected,15892,,,10,,,,,,yes,,"[315436629, 54490654]",TRUE,,553.535,1,motorway_link,"LINESTRING (587494.4575760642 4476628.211096996, 587395.534181172 4476663.536483663, 587206.7793409307 4476723.639348675, 587193.4829253735 4476727.625494787, 587180.9220108053 4476731.098445797, 587168.7746815259 4476734.021147372, 587157.4854624886 4476736.099024738, 587146.6527457512 4476737.58274023, 587135.3067901203 4476738.705248728, 587124.0947746154 4476739.252046213, 587112.6603420543 4476739.230089935, 587101.4271806513 4476738.677612094, 587086.8827606549 4476737.653692902, 587072.395032596 4476736.130886815, 586958.3567847399 4476719.774662884)",10
1,1,Undirected,16045,Lincoln Avenue,,10,,,,,,yes,,"[11835945, 55128260, 433199660]",FALSE,Lincoln Avenue,202.876,,tertiary,"LINESTRING (592716.1799833246 4479627.970579412, 592737.2204006751 4479642.841401806, 592765.7842038764 4479663.023442194, 592839.2614538947 4479716.946294204, 592882.5929495405 4479744.217410819)",10
1,1,Undirected,16115,South Highland Avenue,,10,,,,,,yes,,"[24908113, 24908115, 320948884]",FALSE,South Highland Avenue,211.361,2,secondary,"LINESTRING (591132.484843544 4479077.784171553, 591135.8763658757 4479181.616755064, 591136.5860112506 4479203.429451327, 591137.6975696116 4479237.503498075, 591137.9413139058 4479242.55781323, 591138.9832773344 4479284.435625283, 591139.1180464678 4479288.689279908)",10
2,2,Undirected,16309,Chestnut Street,,10,,,,,,yes,,"[472383913, 472383914, 54203142]",FALSE,Chestnut Street,79.481,,tertiary,"LINESTRING (578363.7267900405 4473379.349310438, 578374.5854669346 4473359.391724011, 578397.4713615914 4473317.301865057, 578401.6678373864 4473309.585960782)",10
1,134,Undirected,16458,Bloomfield Bridge,,10,,,,,,yes,,"[30677682, 30677755]",TRUE,Bloomfield Bridge,148.863,1,trunk,"LINESTRING (588424.2053659525 4479224.818932004, 588434.5520924092 4479241.227427947, 588475.0502934034 4479300.223321579, 588508.8213938645 4479347.194422352)",10
1,1,Undirected,16624,Forbes Avenue,,10,,,,,25 mph,yes,,"[335532208, 320455187, 24864540, 24864541]",FALSE,Forbes Avenue,481.646,"['5', '4']",primary,"LINESTRING (589157.1371420795 4477618.783361883, 589166.9744421369 4477621.054216993, 589210.4567732362 4477623.514846935, 589277.206008736 4477627.285513822, 589353.7619394581 4477631.61784381, 589362.9162083697 4477632.126731343, 589395.6735473102 4477634.205135011, 589413.2344582062 4477635.325115819, 589421.3115536013 4477635.832316564, 589446.364788592 4477637.419296767, 589490.9452101253 4477640.249931145, 589518.388486636 4477641.987832022, 589554.9257077805 4477644.311947794, 589567.4777460346 4477645.105955596, 589584.9832363948 4477645.892624554, 589592.5640764103 4477646.049919639, 589608.6600806585 4477646.253592499, 589620.7649206854 4477646.143095762, 589629.0778801834 4477646.076051662, 589638.8443405317 4477645.748869339)",10
3,99,Undirected,16678,,,10,,,,,,yes,,"[39423503, 39423502, 28412671]",TRUE,,1332.741,2,motorway_link,"LINESTRING (576464.8648253301 4475076.902954104, 576442.8461444019 4475087.946085696, 576430.6120161945 4475093.771570127, 576417.2411541678 4475099.585484436, 576403.6499788265 4475104.542383133, 576390.1832435923 4475108.945513862, 576376.2626160877 4475112.933298459, 576361.4314714862 4475116.356771594, 576347.0168066402 4475118.874217004, 576332.7696636494 4475120.771728348, 576316.145755314 4475121.956790872, 576301.692528183 4475122.431308088, 576286.0500634058 4475122.216575266, 576272.2383779349 4475121.343331784, 576256.7822898754 4475119.487578331, 576243.2044845088 4475117.306825921, 576228.845748466 4475114.329970349, 576212.557099287 4475110.079082469, 576197.5878456489 4475105.397595508, 576183.701246612 4475100.205386832, 576170.4290314396 4475094.664209628, 576154.9435244526 4475087.346578198, 576140.7113401495 4475079.420044199, 576126.9440992794 4475070.821087131, 576114.0880313287 4475061.887271915, 576101.5871857129 4475052.22440716, 576090.5355986386 4475042.709490922, 576080.0468108427 4475032.911673236, 576069.9718411722 4475022.463100222, 576060.5768610006 4475011.88822751, 576052.3697829762 4475002.135807677, 576043.1136766444 4474989.575253514, 576033.2516137953 4474974.854933204, 576024.9695996108 4474960.772319876, 576017.4391585556 4474946.197785229, 576010.4858561858 4474930.7632187, 576004.8245663143 4474916.762713131, 576000.0132875571 4474902.604313178, 575996.0563868542 4474889.531394878, 575992.476483922 4474874.419682072, 575989.6453639301 4474859.093538767, 575987.5862311983 4474843.775223071, 575986.2886940298 4474828.653349129, 575985.6194958467 4474813.48233941, 575985.7601474194 4474799.607277608, 575986.4865268833 4474784.028570415, 575987.9383788933 4474769.70055104, 575990.2641846369 4474753.694010979, 575993.2504601208 4474739.492560123, 575997.4638879116 4474722.250724681, 576042.8704784954 4474553.551288174, 576047.2544637134 4474536.244603534, 576050.9060003271 4474518.375431521, 576053.4847140409 4474500.040228775, 576055.0328297431 4474482.094214172, 576055.7286899555 4474463.68440519, 576055.2872499572 4474445.30746334, 576054.0515027365 4474427.444219628, 576052.0068397042 4474409.861401445, 576048.8413342437 4474391.523435137, 576043.2145236338 4474368.231579088, 576035.9904169455 4474345.145552334, 576027.0076896169 4474322.274825004, 576012.1808245128 4474286.645103047, 575996.2061979206 4474251.225804923, 575957.7438974313 4474169.941738117)",10
3,48,Undirected,16679,,,10,,,,,,yes,,"[39423504, 264592047, 39423505, 549427239]",TRUE,,1140.155,1,motorway_link,"LINESTRING (576464.8648253301 4475076.902954104, 576432.0118452628 4475096.272516007, 576418.4597782615 4475103.216903747, 576402.2268098464 4475110.988780256, 576388.0533754175 4475117.305220122, 576376.7402761059 4475121.841335925, 576364.8641317398 4475125.849974991, 576350.6263924959 4475130.156510335, 576194.0121523355 4475177.552370925, 576178.0843503565 4475182.885561676, 576162.4901442144 4475188.788337058, 576147.0060433339 4475195.547055592, 576131.2261035694 4475203.035479805, 576115.615097304 4475211.435950739, 576100.3208486643 4475220.394729757, 576084.9921730374 4475230.241285819, 576070.0468867444 4475240.768936913, 576055.6936542365 4475251.480244179, 575945.4706653854 4475339.371936122, 575933.5953335587 4475349.220484125, 575921.24756162 4475360.48521771, 575910.3255188002 4475371.708905707, 575899.8964073664 4475384.525072339, 575890.5549391648 4475397.174647364, 575881.8331426062 4475410.629793924, 575873.8288780098 4475425.28004256, 575867.9637270509 4475437.298767902, 575863.0092907196 4475449.026984136, 575858.8486585118 4475461.118476791, 575855.3684608006 4475473.039239682, 575852.6502629346 4475483.435751413, 575850.5500790724 4475493.960632306, 575848.8446585482 4475504.878051125, 575847.7092167279 4475516.478412129, 575847.0328015186 4475528.827199414, 575845.492384323 4475588.82468785, 575844.386906872 4475608.362711159, 575842.6515847191 4475628.105283476, 575840.1512080439 4475648.839221963, 575836.2528545756 4475673.588749821, 575831.4418330651 4475697.152317211, 575826.4371915108 4475717.217050483, 575821.2817932342 4475735.415260014, 575814.7025516628 4475755.996926883, 575809.055490901 4475771.647995329, 575802.9342730959 4475786.372871696, 575796.3613148109 4475800.471516232, 575789.3536317768 4475813.10041089, 575769.4840965105 4475845.148463152)",10
3,119,Undirected,16710,Penn-Lincoln Parkway West,,10,,,,,55 mph,yes,I 376;US 22;US 30,"[549427215, 39423500, 39423501, 121635823]",TRUE,Penn-Lincoln Parkway West,1318.116,"['3', '2']",motorway,"LINESTRING (576896.1384755205 4474856.204479948, 576851.4911667081 4474876.294955519, 576806.3155577081 4474895.803014881, 576760.8233160207 4474913.942648715, 576715.4185567144 4474931.01773213, 576669.1761142983 4474947.063205564, 576623.300730765 4474962.080299013, 576575.0464715776 4474976.607114661, 576528.4090202352 4474989.851902203, 576481.4597930348 4475002.072483384, 576434.0804587153 4475013.223252914, 576149.6273616012 4475076.158060873, 576113.1700070341 4475083.780615752, 575995.5769079425 4475108.364367588, 575828.3629966136 4475145.369550372, 575756.1294932942 4475161.357493488, 575622.336753969 4475194.131413335)",10
0,0,Undirected,16843,Sheridan Street,,10,,,,,,yes,,"[426169314, 109682868, 109682879]",FALSE,Sheridan Street,65.639,,residential,"LINESTRING (587222.111376327 4481401.639417443, 587193.2322856653 4481358.427831606, 587187.4880942217 4481350.123390642, 587185.4704580698 4481347.213423377)",10
0,0,Undirected,16941,Evergreen Avenue,,10,,,,,25 mph,yes,Blue Belt,"[109682878, 482328958, 109682887]",FALSE,Evergreen Avenue,111.974,2,secondary,"LINESTRING (587069.3987816635 4482429.790952647, 587070.3156452016 4482434.764110389, 587072.9956964577 4482443.365867666, 587099.413313657 4482537.483328461)",10
1,1,Undirected,17352,Herron Avenue,,10,,,,,,yes,,"[28753542, 344435176, 330174442, 344435178, 11959150]",FALSE,Herron Avenue,280.34,,tertiary,"LINESTRING (587671.4254588981 4479247.193502016, 587667.7162776696 4479255.454144397, 587663.8918687673 4479265.589629255, 587661.12680063 4479272.884380472, 587622.3257525262 4479375.509520623, 587586.0417783443 4479471.092508715, 587575.6320088573 4479496.182704359, 587566.1040204853 4479505.341162961)",10
3,2,Undirected,17697,Mansfield Boulevard,,10,,,,,,yes,Yellow Belt,"[163805624, 163805625, 163805631]",TRUE,Mansfield Boulevard,156.044,2,secondary,"LINESTRING (577297.2278138206 4473357.734650876, 577298.8002666624 4473359.95999974, 577308.8036485045 4473370.831291189, 577320.7756799256 4473381.711793018, 577327.7639227023 4473387.889515217, 577379.277836782 4473428.684979672, 577390.7866405626 4473437.5626003, 577416.8866838411 4473457.581062471)",10
1,1,Undirected,17854,,,10,,,,,,yes,,"[54507802, 54507803, 54507804]",TRUE,,459.11,1,motorway_link,"LINESTRING (590845.5345697422 4475890.094905047, 590666.1083972052 4475958.240504021, 590661.3725141045 4475959.80406335, 590656.2699832021 4475960.819202382, 590650.9721993838 4475961.143672177, 590645.9115004721 4475960.80490673, 590641.2075801396 4475959.726640969, 590636.7086918008 4475957.829326298, 590632.7843053953 4475955.428281106, 590629.2915604144 4475952.410758818, 590626.3135364262 4475948.922086808, 590624.205559813 4475945.044274256, 590622.4624386551 4475940.460360822, 590621.1109630758 4475935.059652439, 590620.5247934132 4475929.512774628, 590620.2185467718 4475923.969282153, 590620.0635025381 4475907.325837197, 590620.2663425499 4475901.777399728, 590620.7263448173 4475896.010036643, 590621.6142610862 4475890.636410895, 590623.3252836519 4475885.949948221, 590625.7679845411 4475881.794118481, 590629.1651943423 4475877.982887084, 590633.1924270778 4475874.689959142, 590637.8815992839 4475872.082248429, 590642.1181319979 4475870.42381856, 590646.7879743737 4475869.414535983, 590651.5763288639 4475869.12830577, 590656.5155130595 4475869.698740553, 590661.0556329971 4475870.99706808, 590665.1243731637 4475872.689359235, 590684.1826274639 4475882.212165667, 590689.8455660202 4475884.667582911, 590695.8195168718 4475886.660493913, 590702.1964458058 4475888.303030399, 590709.1534128834 4475889.686150987, 590716.2769218909 4475890.627222888, 590722.9567653912 4475891.0744516, 590729.4144327965 4475890.952805155, 590735.7686817721 4475890.263720934, 590742.8925482965 4475889.073279672, 590771.3298477518 4475882.812135839)",10
1,1,Undirected,17926,Penn-Lincoln Parkway East,,10,,,,yes,55 mph,yes,I 376;US 22;US 30,"[54509600, 54509603, 54509604, 551120357, 551120360, 121635819, 54507823, 551120369, 550944052, 551120372, 28411514, 551120315]",TRUE,Penn-Lincoln Parkway East,2844.037,"['3', '2']",motorway,"LINESTRING (590701.0194660994 4475907.039697714, 590724.833330801 4475904.252786952, 590748.6852993054 4475900.422844873, 590764.1874888344 4475897.435488448, 590777.9375619788 4475894.116087754, 590792.1427392983 4475890.347052767, 590808.8992927697 4475885.365562239, 590939.9009805127 4475841.803247374, 590955.6382138436 4475836.942930667, 590972.6073403871 4475831.942176492, 590986.4347967021 4475827.858068001, 591002.5814070599 4475823.524603251, 591024.9318493949 4475818.32287546, 591030.8449724896 4475816.940369113, 591071.4734083477 4475809.351915424, 591205.3226310436 4475785.112600988, 592273.1998045231 4475591.780217557, 592316.2174887472 4475583.994719377, 592352.0165360181 4475577.47493148, 592391.4295384319 4475570.30044942, 592412.9596400379 4475566.413818572, 592458.7067046673 4475558.174305145, 592482.4494379197 4475554.437290436, 592506.1463445692 4475551.665646012, 592526.8185094569 4475549.93361096, 592551.0153679292 4475548.589317806, 592575.3126440041 4475548.045676737, 592599.8872387804 4475548.404791496, 592623.8131235094 4475549.766238568, 592651.4444042169 4475551.995108822, 592913.0006643566 4475573.051795107, 593439.6017856039 4475615.458205934, 593511.5439900773 4475621.251492374)",10
3,3,Undirected,18082,"['Chartiers Street', 'Campbells Run Road']",,10,,,,,25 mph,yes,Yellow Belt,"[11951273, 549427220, 11741909, 327900654]",FALSE,"['Chartiers Street', 'Campbells Run Road']",1620.256,2,secondary,"LINESTRING (576870.0547877093 4473877.509248981, 576863.3184233718 4473893.126194086, 576837.8488230825 4473952.367604371, 576830.1208310226 4473969.539685779, 576823.5156468462 4473980.650919671, 576814.8013684186 4473991.396413877, 576805.2519701391 4474000.834522012, 576792.5545158125 4474010.273702294, 576779.241673869 4474017.663980029, 576758.9000924531 4474027.824228315, 576735.7920778223 4474040.498392409, 576718.3053608719 4474050.299425076, 576703.7024982942 4474056.899549927, 576684.4791478657 4474063.940896677, 576651.7440562358 4474077.105220285, 576639.2872637341 4474084.615504855, 576628.5878484003 4474093.697938623, 576618.954379826 4474104.756192641, 576608.5983425525 4474118.438059834, 576590.3586239209 4474144.672566455, 576547.4060021017 4474207.055591361, 576535.2306976016 4474224.426781538, 576523.7900144474 4474237.997777456, 576510.7226609255 4474252.162755325, 576493.3167217297 4474270.757270453, 576476.0440183816 4474288.775921226, 576460.7506968138 4474305.737981034, 576443.9182971938 4474325.526284009, 576406.3879661028 4474370.60309888, 576393.7562369886 4474385.361075833, 576387.8792978259 4474392.550273353, 576370.6993271429 4474413.17888348, 576357.1119963099 4474429.303733323, 576340.3111388773 4474449.381211801, 576324.8956185204 4474468.407115768, 576310.1575431533 4474488.405750016, 576300.6799404937 4474502.585418847, 576292.0891147855 4474517.173766786, 576284.3786113982 4474531.970903697, 576277.8980578384 4474545.970175666, 576272.4071871684 4474559.43556378, 576267.3098805416 4474573.415614782, 576262.6771981081 4474589.265396765, 576258.394853737 4474604.874519107, 576250.7335265513 4474634.037137224, 576234.6742349424 4474693.897971547, 576227.281265215 4474722.552687461, 576214.699766023 4474770.848179332, 576200.2494331963 4474823.554071949, 576186.697866931 4474872.161683572, 576173.8571103573 4474919.300083336, 576160.4186820422 4474969.329844858, 576149.8066408647 4475009.241848087, 576142.6565956227 4475035.756583016, 576137.5952456554 4475053.766819987, 576131.3710900981 4475073.497036454, 576125.2395490492 4475091.629625747, 576120.9610966974 4475102.731777529, 576113.8219594792 4475119.000242247, 576105.79473975 4475135.836958127, 576097.2826313055 4475151.969383481, 576089.687658295 4475165.513447937, 576079.5043263102 4475181.640027571, 576070.0423392984 4475195.242868067, 576058.2072493389 4475211.119585764)",10
2,2,Undirected,18407,McNeilly Road,,10,,no,,yes,,yes,,"[318681985, 318681986, 319678866, 11712340, 11727517]",FALSE,McNeilly Road,467.574,,secondary,"LINESTRING (584565.1834647187 4470177.802272731, 584554.9098211844 4470186.911837181, 584538.2234697435 4470203.054111905, 584535.5187141008 4470205.754604922, 584521.2958859799 4470218.760750379, 584495.0401493955 4470242.566380614, 584467.2832952753 4470267.753988138, 584407.2027122229 4470332.4655955, 584248.8886487719 4470521.187533123)",10
1,0,Undirected,18500,40th Street Bridge,,10,,,,,,yes,,"[24873632, 24873769, 100263755, 387466063, 462176627]",FALSE,40th Street Bridge,826.575,3,primary,"LINESTRING (587846.8145368331 4480425.445296944, 587839.0276548173 4480431.52645239, 587788.3112422257 4480471.075163639, 587561.7128182136 4480642.939326154, 587558.6756329759 4480645.279554926, 587474.1239927933 4480710.3347919, 587381.2720621874 4480782.066061516, 587294.4525869983 4480849.92771139, 587199.8914847557 4480923.850452841, 587196.659431048 4480926.199653715, 587191.3422187939 4480929.967778959)",10
2,2,Undirected,18505,Library Road,,10,,,,,,yes,"['PA 88', 'PA 88;Blue Belt']","[318681984, 388804357, 318681983]",FALSE,Library Road,661.972,,secondary,"LINESTRING (584649.3446767622 4470250.110828052, 584655.3362388085 4470252.576303208, 584698.0662067558 4470268.367177726, 584717.7813190813 4470277.259869868, 584732.2520499552 4470285.937997281, 584747.731690435 4470296.992150365, 584758.3264447561 4470306.070630562, 584769.6916332655 4470318.343940245, 584800.4925788894 4470352.939776208, 584821.2938207274 4470379.88486697, 584846.1831022006 4470413.181848076, 584875.9712370173 4470460.699757352, 584890.1887430466 4470479.71079142, 584906.3418459392 4470496.467951882, 584986.0677582873 4470549.75794763, 585023.2098762901 4470570.738467094, 585101.7583344833 4470607.186590892, 585137.8059666794 4470624.314180764, 585166.939832227 4470637.977551107)",10
1,1,Undirected,18564,Panther Hollow Road,,10,,,,,35 mph,yes,,"[54500071, 54500070, 42410215]",TRUE,Panther Hollow Road,107.396,2,secondary,"LINESTRING (589298.6892325142 4476584.299401501, 589313.2866376998 4476592.277932404, 589325.4984867371 4476598.274142826, 589338.9268934109 4476602.553009784, 589349.660718333 4476605.15670645, 589361.6135169064 4476607.264278541, 589377.3792425178 4476608.31828542, 589401.6440612365 4476607.308904203)",10
