id,osm_node_id,lat,lon,osm_label,neighborhood
229,104246167,40.4468182,-79.9747236,,Middle Hill
230,104788067,40.4085834,-80.0441165,,Banksville
231,104355441,40.4088806,-80.047403,,
232,104355591,40.4759214,-80.0577243,,
233,104356667,40.480682,-79.990112,,
234,104356704,40.48022,-79.990651,,
235,1254283223,40.473708,-79.989972,,Spring Garden
236,718434093,40.4500973,-80.11002,,
237,718434120,40.4505663,-80.1101833,,
238,105868078,40.4548107,-80.1111898,,
239,718433700,40.4559148,-80.1116457,,
240,718434957,40.4502164,-80.1163135,Fingal St at Rutledge St,
241,3957540411,40.3592612,-79.8319069,,
242,104358896,40.3874311,-79.9922231,,Carrick
243,104359605,40.420893,-79.9700218,,South Side Slopes
244,104359624,40.4179607,-79.9693861,,South Side Slopes
245,104359781,40.426469,-80.078177,,
246,600622409,40.3584037,-80.0411851,,
247,104361037,40.4797748,-80.039088,,Brighton Heights
248,104361531,40.47985,-79.989881,,
249,104361652,40.4468267,-79.9400875,,Squirrel Hill North
250,104361659,40.4467875,-79.9406626,,Squirrel Hill North
251,104361864,40.4442847,-80.05661,,
252,104362493,40.3668537,-80.0090636,,
253,104362500,40.3667124,-80.0087639,,
254,104362759,40.4832192,-80.0463763,,Brighton Heights
255,4046877167,40.4824838,-80.046837300000007,,Brighton Heights
256,104363029,40.425334,-79.8756875,,
257,104363041,40.4255829,-79.8748233,,
258,104363212,40.4550351,-79.9414632,,Shadyside
259,104365092,40.4224609,-79.8956979,,
260,104365889,40.3856565,-79.8345815,,
261,104365927,40.3844186,-79.835487,,
262,2000134125,40.5074037,-80.0640616,,
263,104368839,40.512781,-80.0433046,,
264,105237364,40.5133744,-80.0434834,,
265,104369286,40.3414662,-79.8448293,,
266,104369751,40.5095056,-79.9379075,,
267,104370075,40.5215444,-80.0669668,,
268,104370082,40.5213786,-80.0672377,,
269,104370534,40.3480704,-79.8800454,,
270,104371294,40.4069802,-79.9850206,,
271,104371761,40.3976443,-80.1095148,,
272,104371767,40.3979796,-80.1092096,,
273,104371801,40.3642116,-79.8985302,,
274,104371841,40.3649281,-79.900765,,
275,104372088,40.5346555,-79.9376896,,
276,104372862,40.4842369,-79.932054,,Stanton Heights
277,104372980,40.5188567,-80.0905242,,
278,104372989,40.5198041,-80.0909117,,
279,104374066,40.476507,-80.0114656,,Perry North
280,104374333,40.4931246,-79.8313054,,
281,104374351,40.4505717,-79.885665,,Homewood South
282,104374482,40.4492881,-79.884589,,Homewood South
283,718435476,40.4501072,-80.1167171,,
284,718433823,40.4432436,-80.1113614,,
285,2501948080,40.487932,-80.0307965,,Brighton Heights
286,104378347,40.4010115,-80.082295,,
287,104378359,40.4001607,-80.0821508,,
288,271197360,40.4468,-80.0174745,,Chateau
289,271197248,40.4450638,-80.0149418,,North Shore
290,104379363,40.4452784,-80.0478124,,Crafton Heights
291,104379366,40.4462209,-80.049021,,Crafton Heights
292,3900505332,40.5299875,-80.0975767,,
293,104379722,40.5297831,-80.0980386,,
294,104379740,40.443669,-80.054476,,Crafton Heights
295,107735483,40.4133484,-80.0284795,,Beechview
296,104379768,40.4142469,-80.0285331,,Beechview
297,1014990174,40.4148187,-80.0284473,,Beechview
298,104380052,40.4162412,-79.9641531,,Arlington Heights
299,104380506,40.5387833,-80.0744437,,
300,104380559,40.538339,-80.0757606,,
301,104380575,40.3562448,-79.9046054,,
302,104380609,40.3585761,-79.9023689,,
303,3900504352,40.5228362,-80.0930237,,
